
Search terms report,,,,,,,,,,,
All time,,,,,,,,,,,
Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Conversions,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %
urgent caare,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.53,13.53,100.00%,100.00%
ear infection urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,27.97,55.94,100.00%,100.00%
carbon health urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,4,0,USD,9.65,38.61,100.00%,100.00%
urgent care mountain view mountain view,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,2.5,2.5, --, --
ochsner urgent care clinic,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,26.07,26.07,100.00%,100.00%
mountain view urgent care clinics,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,6.83,6.83, --, --
cox dr office willow springs mo,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,14.61,14.61,100.00%,100.00%
direct urgent care 1150 w el camino real mountain view santa clara ca 94040,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,3.69,3.69,100.00%,100.00%
urgent care bay area,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,7.06,7.06, --, --
urgent care adults strep test,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,10.97,10.97,100.00%,100.00%
mountain view urgent care centers,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,3.71,7.41, --, --
direct urgent care billing,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,4.23,4.23,100.00%,100.00%
urgent care physical exam 94015,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,6.61,6.61,100.00%,100.00%
sebmf urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,14.93,14.93,0.00%,100.00%
urgent care near san francisco state university,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,3.08,3.08,100.00%,100.00%
urgent care jefferson ave,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.2,9.2,100.00%,100.00%
urgent care south city,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.49,5.49,100.00%,100.00%
cole street urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,13,26,37.50%,100.00%
salinas urgent care 558 abbott street,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.03,5.03,100.00%,100.00%
urgent care clinic carbon,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,0.11,0.11,100.00%,100.00%
direct urgent care 1998 market st san francisco ca 94102,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.15,11.15,100.00%,100.00%
cost of direct urgent care columbus,Phrase match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,6.31,6.31,100.00%,100.00%
urgent care locations near me,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,20.82,20.82,100.00%,100.00%
direct urgent care inc cupertino,Exact match (close variant),None,Branded - DUC - CU,Direct Urgent Care,1,0,USD,4.49,4.49,100.00%,100.00%
doctor clinic near me,Broad match,None,Non-Brand - Doctors - SF - Computers,Doctors,2,0,USD,11.11,22.22, --, --
direct urgent care 1998 market street,Phrase match,None,Branded - DUC - SF,Direct Urgent Care,1,1,USD,10.37,10.37,100.00%,100.00%
instant uegent care,Phrase match (close variant),None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.5,21.5,100.00%,100.00%
urgent care at bay area,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,21.04,21.04,100.00%,100.00%
cupertino urgent care near me,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,1,USD,20.95,20.95,100.00%,100.00%
doctor's office san francisco,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,9.86,9.86,100.00%,100.00%
doctors who treat addiction near me,Broad match,None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,0.42,0.42, --, --
doctors offices near me,Broad match,None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,19.84,19.84,0.00%,100.00%
directurgentcare,Exact match (close variant),None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,19.19,19.19,100.00%,100.00%
aetna urgent care san francisco,Broad match,None,Branded - DUC - SF,Direct Urgent Care,2,0,USD,12.87,25.74,100.00%,100.00%
golden gate urgent care,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,19.37,19.37,0.00%,100.00%
direct urgent care san francisco ca 94102,Exact match (close variant),None,Branded - DUC - SF,Direct Urgent Care,7,2,USD,14.86,103.99,100.00%,100.00%
urgent care centre for hand injury without insurance,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,14.96,14.96,100.00%,100.00%
1998 market stsan francisco ca 94102,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,0.5,USD,3.76,3.76,100.00%,100.00%
fastmed urgent care locations,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.26,21.26,100.00%,100.00%
doctor's office exam room cabinets,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,26.25,26.25,100.00%,100.00%
direct urgent care inc san francisco,Exact match (close variant),Added,Branded - DUC - SF,Direct Urgent Care,3,1.25,USD,9.34,28.01,100.00%,100.00%
direct urgent care inc san francisco,Phrase match,Added,Branded - DUC - SF,Direct Urgent Care,1,1,USD,19.95,19.95,100.00%,100.00%
rheumatology doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,1.42,1.42, --, --
clover urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,2,0,USD,20.28,40.55,100.00%,100.00%
anxiety medication doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,6.9,6.9, --, --
john muir urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.82,21.82,100.00%,100.00%
stanford health urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,14.21,14.21,0.00%,100.00%
direct urgent care pricing,Phrase match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,6.87,6.87,100.00%,100.00%
doctors offices on irving street that give birth control near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,6.27,6.27,100.00%,100.00%
best urgent care near me,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,2,0,USD,21.01,42.01,100.00%,100.00%
urgent care online,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.86,21.86,100.00%,100.00%
chinese herb doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,12.67,12.67,100.00%,100.00%
24 7 urgent care san francisco,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,13.59,13.59,100.00%,100.00%
african american female internal medicine doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,13.44,13.44,0.00%,0.00%
urgent care oakland,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,14.9,14.9,66.67%,100.00%
direct urgent care 1998 market st san francisco ca 94102 fax number,Phrase match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,19.45,19.45,100.00%,100.00%
instant urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.31,21.31,75.00%,100.00%
urgent care near me,Exact match,Added,Non-Brand - Urgent Care - SJ - Phrase,Urgent Care,2,0,USD,24.15,48.3,90.00%,100.00%
doctor's office that accepts medical,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,1,USD,7.88,7.88,100.00%,100.00%
depression doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,21.62,21.62, --, --
xray urgrnt care sf,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,1,USD,14.75,14.75,100.00%,100.00%
urgent care open now,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,3.25,3.25,100.00%,100.00%
palo alto urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,9,1,USD,19.83,178.5,82.22%,100.00%
prostate doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,1,0,USD,2.59,2.59, --, --
farmacias con doctor near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,1.79,1.79, --, --
carbon health direct urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,8.53,8.53,100.00%,100.00%
best cheap urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.66,21.66,100.00%,100.00%
uninsured urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,5.93,5.93, --, --
stanford health care urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,2,0,USD,19.3,38.6,100.00%,100.00%
gynicology urgent care near me,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.08,21.08,100.00%,100.00%
urgent care clinic,Phrase match,Added,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,1,USD,21.34,21.34,100.00%,100.00%
urgent care urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,7.24,7.24,100.00%,100.00%
urgeht care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,1,0,USD,9.68,9.68, --, --
penile skin adhesion doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,1,0,USD,16.97,16.97,100.00%,100.00%
find doctor near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,11.89,11.89,100.00%,100.00%
carefirst urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,7.32,7.32,100.00%,100.00%
mammalogist doctor near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,25.96,25.96,100.00%,100.00%
stanford ugent care,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.09,21.09,100.00%,100.00%
urgent fare near me blue cross,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.62,21.62,100.00%,100.00%
ugent care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,2,2,USD,11.63,23.25,100.00%,100.00%
renown urgent care vista,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,19.62,19.62,100.00%,100.00%
pamg urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.63,21.63,100.00%,100.00%
metal toxicity doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,1,0,USD,19.53,19.53,100.00%,100.00%
urgent care ear wax removal cost,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,17.46,17.46, --, --
stanford health urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,3,0,USD,23.08,69.24,100.00%,100.00%
sam francisco urgent care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,1,0,USD,7.73,7.73,100.00%,100.00%
urgent care mountain view california,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,2,2,USD,21.76,43.52,100.00%,100.00%
vascular doctor near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,25.8,25.8,100.00%,100.00%
sutter urgent care mountain view,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,24.76,24.76,100.00%,100.00%
urgent care el camino mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,1,USD,16.79,16.79,100.00%,100.00%
urgent care residency program,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,12.22,12.22,100.00%,100.00%
prime urgent care clinic,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,19.17,19.17,100.00%,100.00%
surter health urgent carr,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.86,21.86,100.00%,100.00%
urgent care san francisco ca,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,3,0,USD,11.6,34.8,50.00%,100.00%
urgent care clinic near me,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,2,0,USD,21.43,42.86,100.00%,100.00%
urgent care clinic,Exact match,Added,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,3,0,USD,12.24,36.71,100.00%,100.00%
sutter health urgent care modesto,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.12,21.12,100.00%,100.00%
urgent care for babies near me,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,11.17,11.17,100.00%,100.00%
anthem irgent care,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.65,21.65,100.00%,100.00%
urine infection urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.48,21.48,100.00%,100.00%
mountain view urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,6,1,USD,14.87,89.19,100.00%,100.00%
urgent care std,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,5.32,5.32,100.00%,100.00%
urgent care work with blue cross,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,8.66,8.66,100.00%,100.00%
walk in doctor near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,10.41,10.41, --, --
gynecologist urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,4.45,4.45, --, --
muscle doctors near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,2.01,2.01, --, --
urgent care near nineteen800,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,20,20,100.00%,100.00%
endocrine doctors near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,6.04,6.04, --, --
urgent care animal hospital,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.82,21.82,100.00%,100.00%
urgent care website,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,16.12,16.12,100.00%,100.00%
eye doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,7,0,USD,13.59,95.12,82.22%,95.56%
medicare doctors near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,5.83,5.83,100.00%,100.00%
bone fracture doctor near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,20.9,20.9, --, --
san fracisco urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,10.82,10.82,100.00%,100.00%
dignity urgent care sf medical records,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,35.88,35.88,100.00%,100.00%
ugent care bay area,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.15,14.15,0.00%,100.00%
dignity urgen care,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.49,9.49,100.00%,100.00%
urgent care excelsior 94112,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,7.97,7.97, --, --
nearest urgent care 91745,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.61,10.61,100.00%,100.00%
urgent care near 94043,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,2,USD,7.76,15.51,100.00%,100.00%
health urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,4.58,4.58,100.00%,100.00%
indigo urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.65,27.65,100.00%,100.00%
adesmone urgent care desmoines iowa,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,25.29,25.29,100.00%,100.00%
emergency room cost san francisco,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,16.68,16.68,100.00%,100.00%
cpmc urgent care sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,24.52,24.52,100.00%,100.00%
urgent care clinics in mountain view,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,0.64,0.64,100.00%,100.00%
golden state urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.34,13.34, --, --
palo alto urgent care appointment,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,14.04,14.04,0.00%,100.00%
homeopathy doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.57,7.57,0.00%,100.00%
does urgent care take depression cases,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,13.02,13.02,100.00%,100.00%
adv health urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.16,20.16,100.00%,100.00%
no insurance urgent care san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,9.8,9.8,100.00%,100.00%
urgent care open now,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,3.43,3.43, --, --
urgent care in san francisco,Exact match (close variant),Excluded,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,1,0,USD,9.24,9.24,100.00%,100.00%
urgent care near 2235 california street mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,4.88,4.88,100.00%,100.00%
doctor visit without insurance near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,3.11,3.11,100.00%,100.00%
24 hr urgent care near me,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,6.87,6.87,100.00%,100.00%
prospect genesis healthcare urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.62,14.62,100.00%,100.00%
anthem urgent care,Exact match,Added,Non-Brand - Urgent Care - SF - PMM,Anthem,8,1,USD,11.77,94.18,94.29%,94.29%
urgent care holdings inc,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,21.82,21.82,100.00%,100.00%
seton medical services doctors office hours,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,14.95,14.95,100.00%,100.00%
